Timestamp,Close
2017-08-17 05:30:00,4285.08
2017-08-18 05:30:00,4108.37
2017-08-19 05:30:00,4139.98
2017-08-20 05:30:00,4086.29
2017-08-21 05:30:00,4016.0
2017-08-22 05:30:00,4040.0
2017-08-23 05:30:00,4114.01
2017-08-24 05:30:00,4316.01
2017-08-25 05:30:00,4280.68
2017-08-26 05:30:00,4337.44
2017-08-27 05:30:00,4310.01
2017-08-28 05:30:00,4386.69
2017-08-29 05:30:00,4587.48
2017-08-30 05:30:00,4555.14
2017-08-31 05:30:00,4724.89
2017-09-01 05:30:00,4834.91
2017-09-02 05:30:00,4472.14
2017-09-03 05:30:00,4509.08
2017-09-04 05:30:00,4100.11
2017-09-05 05:30:00,4366.47
2017-09-06 05:30:00,4619.77
2017-09-07 05:30:00,4691.61
2017-09-08 05:30:00,4282.8
2017-09-09 05:30:00,4258.81
2017-09-10 05:30:00,4130.37
2017-09-11 05:30:00,4208.47
2017-09-12 05:30:00,4163.72
2017-09-13 05:30:00,3944.69
2017-09-14 05:30:00,3189.02
2017-09-15 05:30:00,3700.0
2017-09-16 05:30:00,3714.95
2017-09-17 05:30:00,3699.99
2017-09-18 05:30:00,4035.01
2017-09-19 05:30:00,3910.04
2017-09-20 05:30:00,3900.0
2017-09-21 05:30:00,3609.99
2017-09-22 05:30:00,3595.87
2017-09-23 05:30:00,3780.0
2017-09-24 05:30:00,3660.02
2017-09-25 05:30:00,3920.75
2017-09-26 05:30:00,3882.35
2017-09-27 05:30:00,4193.0
2017-09-28 05:30:00,4174.5
2017-09-29 05:30:00,4174.69
2017-09-30 05:30:00,4378.51
2017-10-01 05:30:00,4378.48
2017-10-02 05:30:00,4380.0
2017-10-03 05:30:00,4310.0
2017-10-04 05:30:00,4208.59
2017-10-05 05:30:00,4292.43
2017-10-06 05:30:00,4369.0
2017-10-07 05:30:00,4423.0
2017-10-08 05:30:00,4640.0
2017-10-09 05:30:00,4786.95
2017-10-10 05:30:00,4783.06
2017-10-11 05:30:00,4821.43
2017-10-12 05:30:00,5430.0
2017-10-13 05:30:00,5649.98
2017-10-14 05:30:00,5869.99
2017-10-15 05:30:00,5709.99
2017-10-16 05:30:00,5760.02
2017-10-17 05:30:00,5595.0
2017-10-18 05:30:00,5512.06
2017-10-19 05:30:00,5683.9
2017-10-20 05:30:00,6010.01
2017-10-21 05:30:00,6024.97
2017-10-22 05:30:00,5950.02
2017-10-23 05:30:00,5915.93
2017-10-24 05:30:00,5477.03
2017-10-25 05:30:00,5689.99
2017-10-26 05:30:00,5861.77
2017-10-27 05:30:00,5768.83
2017-10-28 05:30:00,5719.64
2017-10-29 05:30:00,6169.98
2017-10-30 05:30:00,6120.5
2017-10-31 05:30:00,6463.0
2017-11-01 05:30:00,6753.98
2017-11-02 05:30:00,7019.98
2017-11-03 05:30:00,7115.04
2017-11-04 05:30:00,7357.09
2017-11-05 05:30:00,7345.01
2017-11-06 05:30:00,6960.12
2017-11-07 05:30:00,7064.04
2017-11-08 05:30:00,7303.0
2017-11-09 05:30:00,7079.99
2017-11-10 05:30:00,6506.98
2017-11-11 05:30:00,6245.05
2017-11-12 05:30:00,5811.03
2017-11-13 05:30:00,6465.99
2017-11-14 05:30:00,6574.99
2017-11-15 05:30:00,7240.06
2017-11-16 05:30:00,7864.5
2017-11-17 05:30:00,7699.19
2017-11-18 05:30:00,7761.94
2017-11-19 05:30:00,8038.0
